message_id,sender_address,message_body,timestamp_received,reported_scam_category
MSG_0186,BZ-PROMO375,URGENT: Your Googlepay account is BLOCKED. Re-verify your PIN details here: http://secure-googlepay-portal.xyz/update,2026-05-21 21:46:00,Phishing Scam
MSG_0187,BZ-TRANS838,Your transaction of Rs. 879 at Zerodha Digital was successful.,2026-05-15 05:27:00,None
MSG_0188,BZ-BANK217,URGENT: Your Angelone account is DEACTIVATED. Re-verify your OTP details here: http://secure-angelone-portal.xyz/update,2026-05-24 08:16:00,Phishing Scam
MSG_0189,BZ-ALERT399,Your transaction of Rs. 4059 at Fyers Digital was successful.,2026-05-01 03:02:00,None
MSG_0190,BZ-PROMO114,URGENT: Your Zerodha account is DEACTIVATED. Re-verify your KYC details here: http://secure-zerodha-portal.xyz/update,2026-05-11 09:50:00,Phishing Scam
MSG_0191,BZ-ALERT877,Your transaction of Rs. 1085 at Upstox Digital was successful.,2026-05-13 05:19:00,None
MSG_0192,BZ-ALERT590,URGENT: Your Razorpay account is SUSPENDED. Re-verify your PIN details here: http://secure-razorpay-portal.xyz/update,2026-05-23 16:02:00,Phishing Scam
MSG_0193,BZ-PROMO423,Thank you for using Razorpay gateway. Rate your transaction experience.,2026-05-04 10:06:00,None
MSG_0194,BZ-PROMO393,URGENT: Your Upstox account is BLOCKED. Re-verify your KYC details here: http://secure-upstox-portal.xyz/update,2026-05-20 19:22:00,Phishing Scam
MSG_0195,BZ-BANK554,"Dear customer, your monthly e-statement for your Paytm portfolio is ready.",2026-05-23 10:54:00,None
MSG_0196,BZ-ALERT124,URGENT: Your Googlepay account is SUSPENDED. Re-verify your ACCESS details here: http://secure-googlepay-portal.xyz/update,2026-05-02 07:01:00,Phishing Scam
MSG_0197,BZ-BANK359,Thank you for using Bhim gateway. Rate your transaction experience.,2026-05-26 01:50:00,None
MSG_0198,BZ-BANK971,URGENT: Your Upstox account is SUSPENDED. Re-verify your PIN details here: http://secure-upstox-portal.xyz/update,2026-05-27 09:25:00,Phishing Scam
MSG_0199,BZ-TRANS179,"Dear customer, your monthly e-statement for your Hdfcsec portfolio is ready.",2026-05-09 13:08:00,None
MSG_0200,BZ-ALERT929,URGENT: Your Zerodha account is BLOCKED. Re-verify your ACCESS details here: http://secure-zerodha-portal.xyz/update,2026-05-05 06:32:00,Phishing Scam
MSG_0201,BZ-BANK832,Your transaction of Rs. 1008 at Phonepe Digital was successful.,2026-05-04 08:35:00,None
MSG_0202,BZ-ALERT711,URGENT: Your Zerodha account is SUSPENDED. Re-verify your KYC details here: http://secure-zerodha-portal.xyz/update,2026-05-11 14:12:00,Phishing Scam
MSG_0203,BZ-BANK579,Thank you for using Bhim gateway. Rate your transaction experience.,2026-05-27 07:22:00,None
MSG_0204,BZ-PROMO128,URGENT: Your Upstox account is SUSPENDED. Re-verify your KYC details here: http://secure-upstox-portal.xyz/update,2026-05-10 00:34:00,Phishing Scam
MSG_0205,BZ-ALERT587,Welcome to Paytm! Your registration code is valid for 10 minutes.,2026-05-30 17:55:00,None
MSG_0206,BZ-ALERT307,URGENT: Your Fyers account is BLOCKED. Re-verify your PIN details here: http://secure-fyers-portal.xyz/update,2026-05-16 04:55:00,Phishing Scam
MSG_0207,BZ-TRANS313,Thank you for using Phonepe gateway. Rate your transaction experience.,2026-05-15 23:16:00,None
MSG_0208,BZ-BANK955,URGENT: Your Phonepe account is DEACTIVATED. Re-verify your ACCESS details here: http://secure-phonepe-portal.xyz/update,2026-05-29 11:17:00,Phishing Scam
MSG_0209,BZ-ALERT957,Your transaction of Rs. 2912 at Upstox Digital was successful.,2026-05-04 07:19:00,None
MSG_0210,BZ-ALERT859,URGENT: Your Bhim account is DEACTIVATED. Re-verify your ACCESS details here: http://secure-bhim-portal.xyz/update,2026-05-01 07:16:00,Phishing Scam
MSG_0211,BZ-PROMO389,"Dear customer, your monthly e-statement for your Paytmmoney portfolio is ready.",2026-05-21 13:46:00,None
MSG_0212,BZ-BANK394,URGENT: Your Paytm account is DEACTIVATED. Re-verify your PIN details here: http://secure-paytm-portal.xyz/update,2026-05-13 05:24:00,Phishing Scam
MSG_0213,BZ-ALERT103,Welcome to Razorpay! Your registration code is valid for 10 minutes.,2026-05-06 21:00:00,None
MSG_0214,BZ-ALERT133,URGENT: Your Paytm account is DEACTIVATED. Re-verify your PIN details here: http://secure-paytm-portal.xyz/update,2026-05-19 04:52:00,Phishing Scam
MSG_0215,BZ-PROMO762,Welcome to Phonepe! Your registration code is valid for 10 minutes.,2026-05-21 19:41:00,None
MSG_0216,BZ-PROMO368,URGENT: Your Zerodha account is DEACTIVATED. Re-verify your OTP details here: http://secure-zerodha-portal.xyz/update,2026-05-01 18:52:00,Phishing Scam
MSG_0217,BZ-BANK466,"Dear customer, your monthly e-statement for your Razorpay portfolio is ready.",2026-05-28 08:03:00,None
MSG_0218,BZ-ALERT930,URGENT: Your Groww account is BLOCKED. Re-verify your KYC details here: http://secure-groww-portal.xyz/update,2026-05-07 03:31:00,Phishing Scam
MSG_0219,BZ-BANK586,Your transaction of Rs. 1310 at Icicidirect Digital was successful.,2026-05-29 21:25:00,None
MSG_0220,BZ-TRANS221,URGENT: Your Icicidirect account is DEACTIVATED. Re-verify your OTP details here: http://secure-icicidirect-portal.xyz/update,2026-05-01 19:59:00,Phishing Scam
MSG_0221,BZ-ALERT473,"Dear customer, your monthly e-statement for your Googlepay portfolio is ready.",2026-05-17 03:21:00,None
MSG_0222,BZ-ALERT428,URGENT: Your Groww account is SUSPENDED. Re-verify your ACCESS details here: http://secure-groww-portal.xyz/update,2026-05-31 12:29:00,Phishing Scam
MSG_0223,BZ-BANK883,Thank you for using Phonepe gateway. Rate your transaction experience.,2026-05-27 06:24:00,None
MSG_0224,BZ-PROMO499,URGENT: Your Paytmmoney account is DEACTIVATED. Re-verify your PIN details here: http://secure-paytmmoney-portal.xyz/update,2026-05-09 02:26:00,Phishing Scam
MSG_0225,BZ-PROMO138,Thank you for using Razorpay gateway. Rate your transaction experience.,2026-05-28 09:46:00,None
MSG_0226,BZ-ALERT393,URGENT: Your Groww account is BLOCKED. Re-verify your ACCESS details here: http://secure-groww-portal.xyz/update,2026-05-06 22:12:00,Phishing Scam
MSG_0227,BZ-ALERT699,Welcome to Razorpay! Your registration code is valid for 10 minutes.,2026-05-10 02:19:00,None
MSG_0228,BZ-PROMO712,URGENT: Your Razorpay account is BLOCKED. Re-verify your OTP details here: http://secure-razorpay-portal.xyz/update,2026-05-17 23:28:00,Phishing Scam
MSG_0229,BZ-BANK332,Welcome to Upstox! Your registration code is valid for 10 minutes.,2026-05-21 11:36:00,None
MSG_0230,BZ-TRANS958,URGENT: Your Phonepe account is SUSPENDED. Re-verify your KYC details here: http://secure-phonepe-portal.xyz/update,2026-05-05 05:14:00,Phishing Scam
MSG_0231,BZ-ALERT542,Welcome to Fyers! Your registration code is valid for 10 minutes.,2026-05-07 02:25:00,None
MSG_0232,BZ-PROMO279,URGENT: Your Angelone account is DEACTIVATED. Re-verify your ACCESS details here: http://secure-angelone-portal.xyz/update,2026-05-29 23:51:00,Phishing Scam
MSG_0233,BZ-BANK891,Your transaction of Rs. 425 at Zerodha Digital was successful.,2026-05-21 04:30:00,None
MSG_0234,BZ-BANK304,URGENT: Your Zerodha account is SUSPENDED. Re-verify your KYC details here: http://secure-zerodha-portal.xyz/update,2026-05-24 06:52:00,Phishing Scam
MSG_0235,BZ-TRANS799,Your transaction of Rs. 1210 at Phonepe Digital was successful.,2026-05-23 11:20:00,None
MSG_0236,BZ-BANK751,URGENT: Your Razorpay account is DEACTIVATED. Re-verify your PIN details here: http://secure-razorpay-portal.xyz/update,2026-05-14 12:24:00,Phishing Scam
MSG_0237,BZ-ALERT691,Your transaction of Rs. 3993 at Razorpay Digital was successful.,2026-05-15 02:28:00,None
MSG_0238,BZ-ALERT385,URGENT: Your Paytmmoney account is SUSPENDED. Re-verify your PIN details here: http://secure-paytmmoney-portal.xyz/update,2026-05-30 08:46:00,Phishing Scam
MSG_0239,BZ-ALERT944,"Dear customer, your monthly e-statement for your Razorpay portfolio is ready.",2026-05-03 10:34:00,None
MSG_0240,BZ-TRANS222,URGENT: Your Hdfcsec account is BLOCKED. Re-verify your PIN details here: http://secure-hdfcsec-portal.xyz/update,2026-05-21 02:07:00,Phishing Scam
MSG_0241,BZ-PROMO876,Thank you for using Bhim gateway. Rate your transaction experience.,2026-05-01 21:47:00,None
MSG_0242,BZ-PROMO667,URGENT: Your Googlepay account is BLOCKED. Re-verify your KYC details here: http://secure-googlepay-portal.xyz/update,2026-05-01 13:15:00,Phishing Scam
MSG_0243,BZ-TRANS898,"Dear customer, your monthly e-statement for your Bhim portfolio is ready.",2026-05-11 19:56:00,None
MSG_0244,BZ-PROMO779,URGENT: Your Upstox account is DEACTIVATED. Re-verify your ACCESS details here: http://secure-upstox-portal.xyz/update,2026-05-04 07:31:00,Phishing Scam
MSG_0245,BZ-PROMO453,Thank you for using Razorpay gateway. Rate your transaction experience.,2026-05-09 18:48:00,None
MSG_0246,BZ-ALERT154,URGENT: Your Googlepay account is SUSPENDED. Re-verify your ACCESS details here: http://secure-googlepay-portal.xyz/update,2026-05-18 03:43:00,Phishing Scam
MSG_0247,BZ-BANK107,"Dear customer, your monthly e-statement for your Angelone portfolio is ready.",2026-05-24 09:24:00,None
MSG_0248,BZ-TRANS727,URGENT: Your Phonepe account is SUSPENDED. Re-verify your KYC details here: http://secure-phonepe-portal.xyz/update,2026-05-21 13:51:00,Phishing Scam
MSG_0249,BZ-BANK602,Welcome to Upstox! Your registration code is valid for 10 minutes.,2026-05-12 12:40:00,None
MSG_0250,BZ-BANK530,URGENT: Your Bhim account is SUSPENDED. Re-verify your KYC details here: http://secure-bhim-portal.xyz/update,2026-05-26 13:17:00,Phishing Scam
MSG_0251,BZ-PROMO230,"Dear customer, your monthly e-statement for your Upstox portfolio is ready.",2026-05-14 05:53:00,None
MSG_0252,BZ-PROMO790,URGENT: Your Fyers account is DEACTIVATED. Re-verify your KYC details here: http://secure-fyers-portal.xyz/update,2026-05-13 02:34:00,Phishing Scam
MSG_0253,BZ-TRANS536,Thank you for using Hdfcsec gateway. Rate your transaction experience.,2026-05-31 14:25:00,None
MSG_0254,BZ-ALERT801,URGENT: Your Hdfcsec account is SUSPENDED. Re-verify your KYC details here: http://secure-hdfcsec-portal.xyz/update,2026-05-25 10:46:00,Phishing Scam
MSG_0255,BZ-TRANS732,Your transaction of Rs. 1767 at Phonepe Digital was successful.,2026-05-25 13:03:00,None
MSG_0256,BZ-TRANS277,URGENT: Your Hdfcsec account is SUSPENDED. Re-verify your KYC details here: http://secure-hdfcsec-portal.xyz/update,2026-05-28 12:42:00,Phishing Scam
MSG_0257,BZ-BANK204,Welcome to Fyers! Your registration code is valid for 10 minutes.,2026-05-23 07:21:00,None
MSG_0258,BZ-ALERT654,URGENT: Your Angelone account is BLOCKED. Re-verify your KYC details here: http://secure-angelone-portal.xyz/update,2026-05-14 15:17:00,Phishing Scam
MSG_0259,BZ-ALERT138,Welcome to Angelone! Your registration code is valid for 10 minutes.,2026-05-06 09:34:00,None
MSG_0260,BZ-PROMO699,URGENT: Your Phonepe account is BLOCKED. Re-verify your OTP details here: http://secure-phonepe-portal.xyz/update,2026-05-16 22:06:00,Phishing Scam
MSG_0261,BZ-PROMO498,Thank you for using Hdfcsec gateway. Rate your transaction experience.,2026-05-07 04:05:00,None
MSG_0262,BZ-ALERT187,URGENT: Your Fyers account is SUSPENDED. Re-verify your KYC details here: http://secure-fyers-portal.xyz/update,2026-05-07 10:00:00,Phishing Scam
MSG_0263,BZ-TRANS729,Your transaction of Rs. 2006 at Fyers Digital was successful.,2026-05-03 07:47:00,None
MSG_0264,BZ-PROMO409,URGENT: Your Fyers account is DEACTIVATED. Re-verify your KYC details here: http://secure-fyers-portal.xyz/update,2026-05-25 23:45:00,Phishing Scam
MSG_0265,BZ-ALERT433,Thank you for using Zerodha gateway. Rate your transaction experience.,2026-05-19 15:21:00,None
MSG_0266,BZ-PROMO813,URGENT: Your Icicidirect account is DEACTIVATED. Re-verify your KYC details here: http://secure-icicidirect-portal.xyz/update,2026-05-02 05:31:00,Phishing Scam
MSG_0267,BZ-TRANS265,"Dear customer, your monthly e-statement for your Zerodha portfolio is ready.",2026-05-30 09:45:00,None
MSG_0268,BZ-PROMO143,URGENT: Your Icicidirect account is DEACTIVATED. Re-verify your KYC details here: http://secure-icicidirect-portal.xyz/update,2026-05-05 04:46:00,Phishing Scam
MSG_0269,BZ-ALERT157,Your transaction of Rs. 262 at Paytm Digital was successful.,2026-05-30 04:49:00,None
MSG_0270,BZ-PROMO315,URGENT: Your Fyers account is DEACTIVATED. Re-verify your ACCESS details here: http://secure-fyers-portal.xyz/update,2026-05-22 23:59:00,Phishing Scam
MSG_0271,BZ-PROMO999,Welcome to Zerodha! Your registration code is valid for 10 minutes.,2026-05-17 09:55:00,None
MSG_0272,BZ-BANK479,URGENT: Your Upstox account is SUSPENDED. Re-verify your PIN details here: http://secure-upstox-portal.xyz/update,2026-05-12 13:38:00,Phishing Scam
MSG_0273,BZ-BANK239,Welcome to Hdfcsec! Your registration code is valid for 10 minutes.,2026-05-30 03:25:00,None
MSG_0274,BZ-BANK375,URGENT: Your Icicidirect account is SUSPENDED. Re-verify your OTP details here: http://secure-icicidirect-portal.xyz/update,2026-05-19 10:04:00,Phishing Scam
MSG_0275,BZ-ALERT130,Thank you for using Groww gateway. Rate your transaction experience.,2026-05-20 11:41:00,None
MSG_0276,BZ-PROMO579,URGENT: Your Icicidirect account is DEACTIVATED. Re-verify your PIN details here: http://secure-icicidirect-portal.xyz/update,2026-05-20 17:09:00,Phishing Scam
MSG_0277,BZ-ALERT205,Welcome to Phonepe! Your registration code is valid for 10 minutes.,2026-05-26 23:33:00,None
MSG_0278,BZ-BANK492,URGENT: Your Paytm account is BLOCKED. Re-verify your KYC details here: http://secure-paytm-portal.xyz/update,2026-05-30 09:59:00,Phishing Scam
MSG_0279,BZ-PROMO643,"Dear customer, your monthly e-statement for your Angelone portfolio is ready.",2026-05-20 05:50:00,None
MSG_0280,BZ-ALERT798,URGENT: Your Bhim account is SUSPENDED. Re-verify your OTP details here: http://secure-bhim-portal.xyz/update,2026-05-25 16:07:00,Phishing Scam
MSG_0281,BZ-PROMO173,Your transaction of Rs. 4552 at Groww Digital was successful.,2026-05-27 02:44:00,None
MSG_0282,BZ-BANK495,URGENT: Your Paytm account is DEACTIVATED. Re-verify your OTP details here: http://secure-paytm-portal.xyz/update,2026-05-23 00:31:00,Phishing Scam
MSG_0283,BZ-PROMO783,"Dear customer, your monthly e-statement for your Icicidirect portfolio is ready.",2026-05-31 17:50:00,None
MSG_0284,BZ-ALERT470,URGENT: Your Angelone account is SUSPENDED. Re-verify your KYC details here: http://secure-angelone-portal.xyz/update,2026-05-26 01:46:00,Phishing Scam
MSG_0285,BZ-PROMO699,"Dear customer, your monthly e-statement for your Upstox portfolio is ready.",2026-05-27 21:33:00,None
MSG_0286,BZ-ALERT978,URGENT: Your Hdfcsec account is SUSPENDED. Re-verify your OTP details here: http://secure-hdfcsec-portal.xyz/update,2026-05-12 02:35:00,Phishing Scam
MSG_0287,BZ-BANK700,"Dear customer, your monthly e-statement for your Paytm portfolio is ready.",2026-05-28 17:39:00,None
MSG_0288,BZ-PROMO195,URGENT: Your Phonepe account is BLOCKED. Re-verify your KYC details here: http://secure-phonepe-portal.xyz/update,2026-05-14 01:31:00,Phishing Scam
MSG_0289,BZ-ALERT940,Welcome to Paytmmoney! Your registration code is valid for 10 minutes.,2026-05-24 02:57:00,None
MSG_0290,BZ-BANK189,URGENT: Your Icicidirect account is BLOCKED. Re-verify your PIN details here: http://secure-icicidirect-portal.xyz/update,2026-05-31 15:32:00,Phishing Scam
MSG_0291,BZ-PROMO695,"Dear customer, your monthly e-statement for your Fyers portfolio is ready.",2026-05-31 10:32:00,None
MSG_0292,BZ-PROMO883,URGENT: Your Zerodha account is SUSPENDED. Re-verify your ACCESS details here: http://secure-zerodha-portal.xyz/update,2026-05-19 07:47:00,Phishing Scam
MSG_0293,BZ-PROMO923,Your transaction of Rs. 4104 at Hdfcsec Digital was successful.,2026-05-02 14:59:00,None
MSG_0294,BZ-TRANS478,URGENT: Your Zerodha account is BLOCKED. Re-verify your OTP details here: http://secure-zerodha-portal.xyz/update,2026-05-16 07:45:00,Phishing Scam
MSG_0295,BZ-BANK448,"Dear customer, your monthly e-statement for your Groww portfolio is ready.",2026-05-31 08:51:00,None
MSG_0296,BZ-ALERT717,URGENT: Your Icicidirect account is DEACTIVATED. Re-verify your OTP details here: http://secure-icicidirect-portal.xyz/update,2026-05-30 01:13:00,Phishing Scam
MSG_0297,BZ-TRANS604,Your transaction of Rs. 4886 at Googlepay Digital was successful.,2026-05-25 11:03:00,None
MSG_0298,BZ-ALERT205,URGENT: Your Paytm account is SUSPENDED. Re-verify your OTP details here: http://secure-paytm-portal.xyz/update,2026-05-26 11:03:00,Phishing Scam
MSG_0299,BZ-PROMO680,Thank you for using Angelone gateway. Rate your transaction experience.,2026-05-10 09:41:00,None
MSG_0300,BZ-TRANS348,URGENT: Your Bhim account is BLOCKED. Re-verify your PIN details here: http://secure-bhim-portal.xyz/update,2026-05-22 17:42:00,Phishing Scam
MSG_0301,BZ-PROMO827,Thank you for using Paytmmoney gateway. Rate your transaction experience.,2026-05-26 16:35:00,None
MSG_0302,BZ-BANK897,URGENT: Your Groww account is BLOCKED. Re-verify your OTP details here: http://secure-groww-portal.xyz/update,2026-05-01 15:55:00,Phishing Scam
MSG_0303,BZ-ALERT658,Thank you for using Angelone gateway. Rate your transaction experience.,2026-05-10 17:01:00,None
MSG_0304,BZ-ALERT433,URGENT: Your Hdfcsec account is DEACTIVATED. Re-verify your PIN details here: http://secure-hdfcsec-portal.xyz/update,2026-05-30 19:55:00,Phishing Scam
MSG_0305,BZ-TRANS634,Welcome to Upstox! Your registration code is valid for 10 minutes.,2026-05-29 23:56:00,None
MSG_0306,BZ-PROMO355,URGENT: Your Bhim account is SUSPENDED. Re-verify your KYC details here: http://secure-bhim-portal.xyz/update,2026-05-01 20:10:00,Phishing Scam
MSG_0307,BZ-ALERT763,Thank you for using Upstox gateway. Rate your transaction experience.,2026-05-15 08:40:00,None
MSG_0308,BZ-BANK585,URGENT: Your Fyers account is BLOCKED. Re-verify your ACCESS details here: http://secure-fyers-portal.xyz/update,2026-05-03 14:57:00,Phishing Scam
MSG_0309,BZ-BANK103,"Dear customer, your monthly e-statement for your Paytm portfolio is ready.",2026-05-07 06:34:00,None
MSG_0310,BZ-PROMO513,URGENT: Your Razorpay account is DEACTIVATED. Re-verify your KYC details here: http://secure-razorpay-portal.xyz/update,2026-05-13 15:45:00,Phishing Scam
MSG_0311,BZ-TRANS741,Your transaction of Rs. 2188 at Phonepe Digital was successful.,2026-05-24 23:42:00,None
MSG_0312,BZ-BANK827,URGENT: Your Phonepe account is DEACTIVATED. Re-verify your ACCESS details here: http://secure-phonepe-portal.xyz/update,2026-05-21 16:12:00,Phishing Scam
MSG_0313,BZ-PROMO253,Your transaction of Rs. 4843 at Googlepay Digital was successful.,2026-05-29 10:35:00,None
MSG_0314,BZ-TRANS878,URGENT: Your Angelone account is DEACTIVATED. Re-verify your ACCESS details here: http://secure-angelone-portal.xyz/update,2026-05-31 19:49:00,Phishing Scam
MSG_0315,BZ-BANK781,"Dear customer, your monthly e-statement for your Groww portfolio is ready.",2026-05-29 23:24:00,None
MSG_0316,BZ-PROMO673,URGENT: Your Zerodha account is SUSPENDED. Re-verify your ACCESS details here: http://secure-zerodha-portal.xyz/update,2026-05-18 12:15:00,Phishing Scam
MSG_0317,BZ-ALERT319,Your transaction of Rs. 4972 at Fyers Digital was successful.,2026-05-31 14:28:00,None
MSG_0318,BZ-TRANS220,URGENT: Your Fyers account is DEACTIVATED. Re-verify your KYC details here: http://secure-fyers-portal.xyz/update,2026-05-08 05:12:00,Phishing Scam
MSG_0319,BZ-TRANS658,"Dear customer, your monthly e-statement for your Groww portfolio is ready.",2026-05-31 01:16:00,None
MSG_0320,BZ-ALERT832,URGENT: Your Zerodha account is SUSPENDED. Re-verify your PIN details here: http://secure-zerodha-portal.xyz/update,2026-05-05 22:00:00,Phishing Scam
MSG_0321,BZ-TRANS585,"Dear customer, your monthly e-statement for your Paytmmoney portfolio is ready.",2026-05-18 02:03:00,None
MSG_0322,BZ-PROMO992,URGENT: Your Paytmmoney account is DEACTIVATED. Re-verify your KYC details here: http://secure-paytmmoney-portal.xyz/update,2026-05-23 08:53:00,Phishing Scam
MSG_0323,BZ-TRANS230,Your transaction of Rs. 2560 at Paytm Digital was successful.,2026-05-23 15:10:00,None
MSG_0324,BZ-BANK922,URGENT: Your Phonepe account is DEACTIVATED. Re-verify your OTP details here: http://secure-phonepe-portal.xyz/update,2026-05-23 20:43:00,Phishing Scam
MSG_0325,BZ-BANK399,Your transaction of Rs. 4002 at Groww Digital was successful.,2026-05-30 17:53:00,None
MSG_0326,BZ-PROMO736,URGENT: Your Upstox account is DEACTIVATED. Re-verify your KYC details here: http://secure-upstox-portal.xyz/update,2026-05-17 11:19:00,Phishing Scam
MSG_0327,BZ-TRANS569,Welcome to Upstox! Your registration code is valid for 10 minutes.,2026-05-20 12:29:00,None
MSG_0328,BZ-PROMO448,URGENT: Your Zerodha account is DEACTIVATED. Re-verify your PIN details here: http://secure-zerodha-portal.xyz/update,2026-05-01 15:52:00,Phishing Scam
MSG_0329,BZ-BANK834,"Dear customer, your monthly e-statement for your Paytm portfolio is ready.",2026-05-22 14:40:00,None
MSG_0330,BZ-TRANS921,URGENT: Your Paytmmoney account is DEACTIVATED. Re-verify your PIN details here: http://secure-paytmmoney-portal.xyz/update,2026-05-12 05:54:00,Phishing Scam
MSG_0331,BZ-TRANS343,Thank you for using Groww gateway. Rate your transaction experience.,2026-05-29 08:37:00,None
MSG_0332,BZ-PROMO855,URGENT: Your Icicidirect account is DEACTIVATED. Re-verify your PIN details here: http://secure-icicidirect-portal.xyz/update,2026-05-20 03:27:00,Phishing Scam
MSG_0333,BZ-ALERT821,Welcome to Bhim! Your registration code is valid for 10 minutes.,2026-05-10 20:13:00,None
MSG_0334,BZ-ALERT837,URGENT: Your Hdfcsec account is DEACTIVATED. Re-verify your OTP details here: http://secure-hdfcsec-portal.xyz/update,2026-05-08 10:12:00,Phishing Scam
MSG_0335,BZ-BANK618,"Dear customer, your monthly e-statement for your Phonepe portfolio is ready.",2026-05-10 20:37:00,None
MSG_0336,BZ-TRANS309,URGENT: Your Phonepe account is DEACTIVATED. Re-verify your PIN details here: http://secure-phonepe-portal.xyz/update,2026-05-20 05:58:00,Phishing Scam
MSG_0337,BZ-ALERT153,Thank you for using Icicidirect gateway. Rate your transaction experience.,2026-05-10 15:22:00,None
MSG_0338,BZ-ALERT555,URGENT: Your Hdfcsec account is BLOCKED. Re-verify your PIN details here: http://secure-hdfcsec-portal.xyz/update,2026-05-27 12:18:00,Phishing Scam
MSG_0339,BZ-ALERT564,Welcome to Paytm! Your registration code is valid for 10 minutes.,2026-05-02 11:08:00,None
MSG_0340,BZ-PROMO229,URGENT: Your Groww account is BLOCKED. Re-verify your OTP details here: http://secure-groww-portal.xyz/update,2026-05-29 13:42:00,Phishing Scam
MSG_0341,BZ-PROMO269,Your transaction of Rs. 557 at Groww Digital was successful.,2026-05-13 09:42:00,None
MSG_0342,BZ-BANK412,URGENT: Your Zerodha account is SUSPENDED. Re-verify your PIN details here: http://secure-zerodha-portal.xyz/update,2026-05-01 21:33:00,Phishing Scam
MSG_0343,BZ-BANK861,Your transaction of Rs. 554 at Bhim Digital was successful.,2026-05-20 13:42:00,None
MSG_0344,BZ-ALERT584,URGENT: Your Razorpay account is SUSPENDED. Re-verify your PIN details here: http://secure-razorpay-portal.xyz/update,2026-05-22 17:57:00,Phishing Scam
MSG_0345,BZ-ALERT126,Your transaction of Rs. 1744 at Paytmmoney Digital was successful.,2026-05-02 23:15:00,None
MSG_0346,BZ-TRANS735,URGENT: Your Googlepay account is DEACTIVATED. Re-verify your OTP details here: http://secure-googlepay-portal.xyz/update,2026-05-13 20:07:00,Phishing Scam
MSG_0347,BZ-PROMO940,Thank you for using Paytmmoney gateway. Rate your transaction experience.,2026-05-03 13:46:00,None
MSG_0348,BZ-TRANS176,URGENT: Your Zerodha account is BLOCKED. Re-verify your ACCESS details here: http://secure-zerodha-portal.xyz/update,2026-05-12 23:40:00,Phishing Scam
MSG_0349,BZ-ALERT609,Welcome to Zerodha! Your registration code is valid for 10 minutes.,2026-05-29 17:20:00,None
MSG_0350,BZ-BANK355,URGENT: Your Razorpay account is BLOCKED. Re-verify your ACCESS details here: http://secure-razorpay-portal.xyz/update,2026-05-14 08:23:00,Phishing Scam
MSG_0351,BZ-ALERT855,"Dear customer, your monthly e-statement for your Fyers portfolio is ready.",2026-05-18 16:12:00,None
MSG_0352,BZ-ALERT520,URGENT: Your Upstox account is DEACTIVATED. Re-verify your OTP details here: http://secure-upstox-portal.xyz/update,2026-05-07 07:07:00,Phishing Scam
MSG_0353,BZ-PROMO147,Welcome to Fyers! Your registration code is valid for 10 minutes.,2026-05-07 11:41:00,None
MSG_0354,BZ-TRANS750,URGENT: Your Razorpay account is BLOCKED. Re-verify your KYC details here: http://secure-razorpay-portal.xyz/update,2026-05-05 16:46:00,Phishing Scam
MSG_0355,BZ-TRANS185,Your transaction of Rs. 935 at Googlepay Digital was successful.,2026-05-08 12:14:00,None
MSG_0356,BZ-TRANS446,URGENT: Your Fyers account is SUSPENDED. Re-verify your OTP details here: http://secure-fyers-portal.xyz/update,2026-05-04 13:00:00,Phishing Scam
MSG_0357,BZ-BANK662,Welcome to Upstox! Your registration code is valid for 10 minutes.,2026-05-14 23:28:00,None
MSG_0358,BZ-TRANS675,URGENT: Your Paytmmoney account is SUSPENDED. Re-verify your KYC details here: http://secure-paytmmoney-portal.xyz/update,2026-05-25 07:36:00,Phishing Scam
MSG_0359,BZ-ALERT254,Thank you for using Hdfcsec gateway. Rate your transaction experience.,2026-05-13 09:42:00,None
MSG_0360,BZ-PROMO148,URGENT: Your Razorpay account is SUSPENDED. Re-verify your PIN details here: http://secure-razorpay-portal.xyz/update,2026-05-31 08:42:00,Phishing Scam
MSG_0361,BZ-ALERT457,"Dear customer, your monthly e-statement for your Googlepay portfolio is ready.",2026-05-06 19:06:00,None
MSG_0362,BZ-BANK675,URGENT: Your Paytmmoney account is SUSPENDED. Re-verify your PIN details here: http://secure-paytmmoney-portal.xyz/update,2026-05-09 21:54:00,Phishing Scam
MSG_0363,BZ-ALERT595,"Dear customer, your monthly e-statement for your Zerodha portfolio is ready.",2026-05-20 21:07:00,None
MSG_0364,BZ-PROMO793,URGENT: Your Bhim account is BLOCKED. Re-verify your ACCESS details here: http://secure-bhim-portal.xyz/update,2026-05-18 10:34:00,Phishing Scam
MSG_0365,BZ-BANK814,Welcome to Paytmmoney! Your registration code is valid for 10 minutes.,2026-05-20 08:02:00,None
MSG_0366,BZ-TRANS555,URGENT: Your Paytm account is DEACTIVATED. Re-verify your OTP details here: http://secure-paytm-portal.xyz/update,2026-05-06 01:43:00,Phishing Scam
MSG_0367,BZ-BANK792,Your transaction of Rs. 593 at Phonepe Digital was successful.,2026-05-29 01:50:00,None
MSG_0368,BZ-TRANS444,URGENT: Your Bhim account is DEACTIVATED. Re-verify your PIN details here: http://secure-bhim-portal.xyz/update,2026-05-07 16:49:00,Phishing Scam
MSG_0369,BZ-TRANS967,Your transaction of Rs. 176 at Upstox Digital was successful.,2026-05-16 12:29:00,None
